三更半夜	三更半夜
三顾茅庐	三顾茅庐
三国	三国
三合	三合
三花脸	三花脸
三皇五帝	三皇五帝
三级跳	三级跳
三缄其口	三缄其口
三键	三键
三焦	三焦
三角	三角
三脚架	三脚架
三脚猫	三脚猫
三教九流	三教九流
三军	三军
三联单	三联单
三令五申	三令五申
三六九等	三六九等
三轮车	三轮车
三轮儿	三轮儿
三昧	三昧
三民主义	三民主义
三明治	三明治
三农	三农
三陪	三陪
三亲六故	三亲六故
三秋	三秋
三三两两	三三两两
三色堇	三色堇
三生	三生
三牲	三牲
三思	三思
三天打鱼	三天打鱼
三天两头	三天两头
三通	三通
三头六臂	三头六臂
三围	三围
三维	三维
三位一体	三位一体
三文鱼	三文鱼
三下五除二	三下五除二
三夏	三夏
三鲜	三鲜
三弦	三弦
三险	三险
三线	三线
三星	三星
三严三实	三严三实
三言两语	三言两语
三阳开泰	三阳开泰
三元节	三元节
三叶虫	三叶虫
三藏	三藏
三只手	三只手
三足	三足
三座大山	三座大山
再三	再三
两面三刀	两面三刀
韦编三绝	韦编三绝
垂涎三尺	垂涎三尺
丢三落四	丢三落四
入木三分	入木三分
孟母三迁	孟母三迁
绕梁三日	绕梁三日
不三不四	不三不四
日上三竿	日上三竿
说三道四	说三道四
冰冻三尺	冰冻三尺
火冒三丈	火冒三丈
低三下四	低三下四
一板三眼	一板三眼
三千世界	三千世界
三人行	三人行
四边	四边
四不像	四不像
四处	四处
四方	四方
四风	四风
四伏	四伏
四个全面	四个全面
四顾	四顾
四海	四海
四合院	四合院
四呼	四呼
四季	四季
四脚蛇	四脚蛇
四库	四库
四两拨千斤	四两拨千斤
四面	四面
四平八稳	四平八稳
四起	四起
四散	四散
四舍五入	四舍五入
四声	四声
四书	四书
四体	四体
四通八达	四通八达
四维	四维
四下	四下
四言	四言
四野	四野
四座	四座
挑三拣四	挑三拣四
金光四射	金光四射
颠三倒四	颠三倒四
五彩	五彩
五大三粗	五大三粗
五代	五代
五帝	五帝
五毒	五毒
五短	五短
五更	五更
五谷	五谷
五官	五官
五光十色	五光十色
五湖四海	五湖四海
五花八门	五花八门
五花大绑	五花大绑
五花肉	五花肉
五环旗	五环旗
五黄六月	五黄六月
五绝	五绝
五雷轰顶	五雷轰顶
五粮液	五粮液
五岭	五岭
五律	五律
五马分尸	五马分尸
五内	五内
五卅运动	五卅运动
五色	五色
五十步笑百步	五十步笑百步
五四青年节	五四青年节
五四运动	五四运动
五味	五味
五线谱	五线谱
五星红旗	五星红旗
五行	五行
五一劳动节	五一劳动节
五音	五音
五脏六腑	五脏六腑
五指	五指
五子棋	五子棋
五颜六色	五颜六色
三山五岳	三山五岳
隔三岔五	隔三岔五
三番五次	三番五次
六朝	六朝
六腑	六腑
六合	六合
六甲	六甲
眼观六路	眼观六路
六亲	六亲
六神	六神
六书	六书
六一儿童节	六一儿童节
六艺	六艺
六根清净	六根清净
七手八脚	七手八脚
七拼八凑	七拼八凑
七零八落	七零八落
七上八下	七上八下
七长八短	七长八短
七扭八扭	七扭八扭
七折八扣	七折八扣
七彩	七彩
七绝	七绝
七老八十	七老八十
七七事变	七七事变
七巧板	七巧板
七窍	七窍
七情六欲	七情六欲
七夕	七夕
七一建党节	七一建党节
七月流火	七月流火
横七竖八	横七竖八
八拜之交	八拜之交
八宝	八宝
八辈子	八辈子
八成	八成
八方	八方
八竿子打不着	八竿子打不着
八哥	八哥
八股	八股
八卦	八卦
八国联军	八国联军
八九不离十	八九不离十
八路	八路
八面玲珑	八面玲珑
八仙	八仙
八一建军节	八一建军节
八一南昌起义	八一南昌起义
八音	八音
八字	八字
耳听八方	耳听八方
半斤八两	半斤八两
才高八斗	才高八斗
九重	九重
九地	九地
九鼎	九鼎
九宫格	九宫格
九九归一	九九归一
九流三教	九流三教
九牛二虎	九牛二虎
九牛一毛	九牛一毛
九泉	九泉
九死一生	九死一生
九霄	九霄
九一八事变	九一八事变
九州	九州
九族	九族
九五之尊	九五之尊
数九隆冬	数九隆冬
十八般武艺	十八般武艺
十八层地狱	十八层地狱
十八罗汉	十八罗汉
十冬腊月	十冬腊月
十二支	十二支
十二指肠	十二指肠
十分	十分
十干	十干
十进制	十进制
十目所视	十目所视
十手所指	十手所指
十拿九稳	十拿九稳
十拿九准	十拿九准
十年树木	十年树木
十三点	十三点
十室九空	十室九空
十万火急	十万火急
十指连心	十指连心
十字架	十字架
十字路口	十字路口
十足	十足
三河	三河
三门峡	三门峡
三明市	三明市
三沙	三沙
四会	四会
五莲	五莲
五指山	五指山
七河	七河
零部件	零部件
零件	零件
零打碎敲	零打碎敲
零担	零担
零蛋	零蛋
零丁	零丁
零风险	零风险
零和	零和
零花	零花
零花钱	零花钱
零距离	零距离
零乱	零乱
零落	零落
零配件	零配件
零七八碎	零七八碎
七零八碎	七零八碎
零钱	零钱
零敲碎打	零敲碎打
零容忍	零容忍
零散	零散
零声母	零声母
零食	零食
零售	零售
零碎	零碎
零头	零头
零数	零数
挂零	挂零
打零	打零
有零有整	有零有整
飘飘零零	飘飘零零
零丁洋	零丁洋
零线	零线
零销	零销
零星	零星
零讯	零讯
零用	零用
零用钱	零用钱
零增长	零增长
零嘴	零嘴
丁零	丁零
零点	零点
孤零零	孤零零
鸡零狗碎	鸡零狗碎
感激涕零	感激涕零
化整为零	化整为零
化零为整	化零为整
望球先零	望球先零
零光片羽	零光片羽
晨风零雨	晨风零雨
飘零	飘零
过零丁洋	过零丁洋
零败	零败
零谢	零谢
孤零	孤零
一开始	一开始
一世独尊	一世独尊
唯一	唯一
看一看	看一看
写一写	写一写
听一听	听一听
聊一聊	聊一聊
谈一谈	谈一谈
停一停	停一停
走一走	走一走
瞧一瞧	瞧一瞧
抱一抱	抱一抱
亲一亲	亲一亲
跳一跳	跳一跳
跑一跑	跑一跑
尝一尝	尝一尝
唱一唱	唱一唱
一手一足	一手一足
一吟一咏	一吟一咏
一饮一啄	一饮一啄
三代	三代
八角	八角
一寸光阴一寸金	一寸光阴一寸金
之一	之一
惟一	惟一
二话不说	二话不说
一清二白	一清二白
独一无二	独一无二
一分为二	一分为二
数一数二	数一数二
三生有幸	三生有幸
三从四德	三从四德
朝三暮四	朝三暮四
三足鼎立	三足鼎立
张三李四	张三李四
三五成群	三五成群
隔三差五	隔三差五
事不过三	事不过三
约法三章	约法三章
三跪九叩	三跪九叩
三角形	三角形
四边形	四边形
五边形	五边形
二三其德	二三其德
三生石	三生石
四面楚歌	四面楚歌
四面八方	四面八方
四脚朝天	四脚朝天
名扬四海	名扬四海
文房四宝	文房四宝
志在四方	志在四方
危机四伏	危机四伏
四海为家	四海为家
五福	五福
三年五载	三年五载
五彩缤纷	五彩缤纷
五味俱全	五味俱全
五彩斑斓	五彩斑斓
六亲不认	六亲不认
六月飞霜	六月飞霜
七言	七言
五言	五言
救人一命胜造七级浮屠	救人一命胜造七级浮屠
七步成诗	七步成诗
七大洲	七大洲
五大洋	五大洋
说七说八	说七说八
八竿子	八竿子
女大十八变	女大十八变
杂七杂八	杂七杂八
正儿八经	正儿八经
七七八八	七七八八
十年寒窗	十年寒窗
十有八九	十有八九
以一当十	以一当十
十生九死	十生九死
十发十中	十发十中
十成	十成
九成	九成
七成	七成
六成	六成
五成	五成
四成	四成
三成	三成
二成	二成
一成	一成
两头	两头
两边	两边
两旁	两旁
斤两	斤两
两小无猜	两小无猜
势不两立	势不两立
模棱两可	模棱两可
两袖清风	两袖清风
此地无银三百两	此地无银三百两
两全其美	两全其美
两肋插刀	两肋插刀
两手	两手
两败俱伤	两败俱伤
两天晒网	两天晒网
两情相悦	两情相悦
首鼠两端	首鼠两端
两厢情愿	两厢情愿
第三方	第三方
二者	二者
两者	两者
第一时间	第一时间
小二	小二
一键	一键
一来	一来
二来	二来
两两	两两
两人	两人
两个	两个
几斤几两	几斤几两
